"Good_Rating","Checking Account Status","Duration","Credit History","Purpose","Amount","Savings Account/Bonds","Present Employment since","Installment rate in % of disposable income","Personal Status","Other debtors","Present residence since","Property","Age","Other installment plans","Housing","Number of existing credits","Job type","Number of dependents","Telephone","Foreign worker"
"true","no checking account ",12,"critical account other credits existing (not at this bank) ","furniture equipment ",1592,"Greater than 1000 DM ","4 to 7 years ",3,"female divorced separated married ","none ",2,"0 to 200 DM 2",35,"no checking account 3","own ",1,"skilled employee official ",1,"none ","no "
"true","no checking account ",15,"existing credits paid back duly till now ","furniture equipment ",2186,"unknown no savings account ","4 to 7 years ",1,"female divorced separated married ","none ",4,"0 to 200 DM 1",33,"no checking account 1","rent ",1,"unskilled - resident ",1,"none ","yes "
"false","Less than 0 DM ",18,"existing credits paid back duly till now ","furniture equipment ",4153,"Less than 100 DM","1 to 4 years ",2,"male single ","co-applicant ",3,"0 to 200 DM 3",42,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"false","Less than 0 DM ",16,"critical account other credits existing (not at this bank) ","new car  ",2625,"Less than 100 DM","Greater than 7 years ",2,"male single ","guarantor ",4,"0 to 200 DM 2",43,"no checking account 1","rent ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",20,"critical account other credits existing (not at this bank) ","new car  ",3485,"unknown no savings account ","Less than 1 year ",2,"male divorced separated ","none ",4,"0 to 200 DM 1",44,"no checking account 3","own ",2,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",36,"critical account other credits existing (not at this bank) ","used car  ",10477,"unknown no savings account ","Greater than 7 years ",2,"male single ","none ",4,"0 to 200 DM 4",42,"no checking account 3","for free ",2,"skilled employee official ",1,"none ","yes "
"true","no checking account ",15,"existing credits paid back duly till now ","radio television ",1386,"unknown no savings account ","1 to 4 years ",4,"male married widowed ","none ",2,"0 to 200 DM 1",40,"no checking account 3","rent ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",24,"existing credits paid back duly till now ","radio television ",1278,"Less than 100 DM","Greater than 7 years ",4,"male single ","none ",1,"0 to 200 DM 1",36,"no checking account 3","own ",1,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"true","Less than 0 DM ",12,"existing credits paid back duly till now ","radio television ",1107,"Less than 100 DM","1 to 4 years ",2,"male single ","none ",2,"0 to 200 DM 1",20,"no checking account 3","rent ",1,"management self-employed highly qualified employee officer ",2,"yes registered under the customers name ","yes "
"true","Less than 0 DM ",21,"existing credits paid back duly till now ","new car  ",3763,"unknown no savings account ","4 to 7 years ",2,"male single ","co-applicant ",2,"0 to 200 DM 1",24,"no checking account 3","own ",1,"unskilled - resident ",1,"none ","no "
"true","0 to 200 DM ",36,"existing credits paid back duly till now ","education ",3711,"unknown no savings account ","1 to 4 years ",2,"male married widowed ","none ",2,"0 to 200 DM 3",27,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","no checking account ",15,"delay in paying off in the past ","used car  ",3594,"Less than 100 DM","Less than 1 year ",1,"female divorced separated married ","none ",2,"0 to 200 DM 2",46,"no checking account 3","own ",2,"unskilled - resident ",1,"none ","yes "
"true","0 to 200 DM ",9,"existing credits paid back duly till now ","new car  ",3195,"unknown no savings account ","1 to 4 years ",1,"female divorced separated married ","none ",2,"0 to 200 DM 1",33,"no checking account 3","own ",1,"unskilled - resident ",1,"none ","yes "
"true","no checking account ",36,"delay in paying off in the past ","radio television ",4454,"Less than 100 DM","1 to 4 years ",4,"female divorced separated married ","none ",4,"0 to 200 DM 1",34,"no checking account 3","own ",2,"skilled employee official ",1,"none ","yes "
"false","0 to 200 DM ",24,"critical account other credits existing (not at this bank) ","furniture equipment ",4736,"Less than 100 DM","Less than 1 year ",2,"female divorced separated married ","none ",4,"0 to 200 DM 3",25,"no checking account 1","own ",1,"unskilled - resident ",1,"none ","yes "
"true","0 to 200 DM ",30,"existing credits paid back duly till now ","radio television ",2991,"unknown no savings account ","Greater than 7 years ",2,"female divorced separated married ","none ",4,"0 to 200 DM 3",25,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","no checking account ",11,"existing credits paid back duly till now ","business ",2142,"Greater than 1000 DM ","Greater than 7 years ",1,"male divorced separated ","none ",2,"0 to 200 DM 1",28,"no checking account 3","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"false","Less than 0 DM ",24,"all credits at this bank paid back duly","business ",3161,"Less than 100 DM","1 to 4 years ",4,"male single ","none ",2,"0 to 200 DM 2",31,"no checking account 3","rent ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"false","0 to 200 DM ",48,"no credits taken all credits paid back duly ","used car  0",18424,"Less than 100 DM","1 to 4 years ",1,"female divorced separated married ","none ",2,"0 to 200 DM 2",32,"no checking account 1","own ",1,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","no "
"true","no checking account ",10,"existing credits paid back duly till now ","used car  ",2848,"100 to 500 DM ","1 to 4 years ",1,"male single ","co-applicant ",2,"0 to 200 DM 1",32,"no checking account 3","own ",1,"skilled employee official ",2,"none ","yes "
"false","Less than 0 DM ",6,"existing credits paid back duly till now ","new car  ",14896,"Less than 100 DM","Greater than 7 years ",1,"male single ","none ",4,"0 to 200 DM 4",68,"no checking account 1","own ",1,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"false","Less than 0 DM ",24,"existing credits paid back duly till now ","furniture equipment ",2359,"100 to 500 DM ","unemployed ",1,"male divorced separated ","none ",1,"0 to 200 DM 2",33,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"false","Less than 0 DM ",24,"existing credits paid back duly till now ","furniture equipment ",3345,"Less than 100 DM","Greater than 7 years ",4,"male single ","none ",2,"0 to 200 DM 2",39,"no checking account 3","rent ",1,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"true","no checking account ",18,"critical account other credits existing (not at this bank) ","furniture equipment ",1817,"Less than 100 DM","1 to 4 years ",4,"female divorced separated married ","none ",2,"0 to 200 DM 4",28,"no checking account 3","own ",2,"skilled employee official ",1,"none ","yes "
"true","no checking account ",48,"delay in paying off in the past ","radio television ",12749,"500 to 1000 DM ","4 to 7 years ",4,"male single ","none ",1,"0 to 200 DM 3",37,"no checking account 3","own ",1,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"false","Less than 0 DM ",9,"existing credits paid back duly till now ","radio television ",1366,"Less than 100 DM","Less than 1 year ",3,"female divorced separated married ","none ",4,"0 to 200 DM 2",22,"no checking account 3","rent ",1,"skilled employee official ",1,"none ","yes "
"true","0 to 200 DM ",12,"existing credits paid back duly till now ","new car  ",2002,"Less than 100 DM","4 to 7 years ",3,"male single ","none ",4,"0 to 200 DM 2",30,"no checking account 3","rent ",1,"skilled employee official ",2,"yes registered under the customers name ","yes "
"false","Less than 0 DM ",24,"all credits at this bank paid back duly","furniture equipment ",6872,"Less than 100 DM","Less than 1 year ",2,"male divorced separated ","none ",1,"0 to 200 DM 2",55,"no checking account 1","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"false","Less than 0 DM ",12,"all credits at this bank paid back duly","new car  ",697,"Less than 100 DM","Less than 1 year ",4,"male single ","none ",2,"0 to 200 DM 3",46,"no checking account 1","own ",2,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","Less than 0 DM ",18,"critical account other credits existing (not at this bank) ","furniture equipment ",1049,"Less than 100 DM","Less than 1 year ",4,"female divorced separated married ","none ",4,"0 to 200 DM 2",21,"no checking account 3","rent ",1,"skilled employee official ",1,"none ","yes "
"false","Less than 0 DM ",48,"existing credits paid back duly till now ","used car  ",10297,"Less than 100 DM","4 to 7 years ",4,"male single ","none ",4,"0 to 200 DM 4",39,"no checking account 2","for free ",3,"skilled employee official ",2,"yes registered under the customers name ","yes "
"true","no checking account ",30,"existing credits paid back duly till now ","radio television ",1867,"unknown no savings account ","Greater than 7 years ",4,"male single ","none ",4,"0 to 200 DM 3",58,"no checking account 3","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","Less than 0 DM ",12,"delay in paying off in the past ","new car  ",1344,"Less than 100 DM","1 to 4 years ",4,"male single ","none ",2,"0 to 200 DM 1",43,"no checking account 3","own ",2,"unskilled - resident ",2,"none ","yes "
"true","Less than 0 DM ",24,"existing credits paid back duly till now ","furniture equipment ",1747,"Less than 100 DM","Less than 1 year ",4,"male single ","co-applicant ",1,"0 to 200 DM 2",24,"no checking account 3","own ",1,"unskilled - resident ",1,"none ","no "
"false","0 to 200 DM ",9,"existing credits paid back duly till now ","radio television ",1670,"Less than 100 DM","Less than 1 year ",4,"female divorced separated married ","none ",2,"0 to 200 DM 3",22,"no checking account 3","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",9,"critical account other credits existing (not at this bank) ","new car  ",1224,"Less than 100 DM","1 to 4 years ",3,"male single ","none ",1,"0 to 200 DM 1",30,"no checking account 3","own ",2,"skilled employee official ",1,"none ","yes "
"true","no checking account ",12,"critical account other credits existing (not at this bank) ","radio television ",522,"500 to 1000 DM ","Greater than 7 years ",4,"male single ","none ",4,"0 to 200 DM 2",42,"no checking account 3","own ",2,"skilled employee official ",2,"yes registered under the customers name ","yes "
"true","Less than 0 DM ",12,"existing credits paid back duly till now ","radio television ",1498,"Less than 100 DM","1 to 4 years ",4,"female divorced separated married ","none ",1,"0 to 200 DM 3",23,"no checking account 1","own ",1,"skilled employee official ",1,"none ","yes "
"false","0 to 200 DM ",30,"delay in paying off in the past ","radio television ",1919,"100 to 500 DM ","Less than 1 year ",4,"male single ","none ",3,"0 to 200 DM 4",30,"no checking account 2","own ",2,"management self-employed highly qualified employee officer ",1,"none ","yes "
